date,favored_team,underdog_team,spread
2023-03-07,Memphis Grizzlies,Los Angeles Lakers,1.5
2023-03-08,Atlanta Hawks,Washington Wizards,3.0
2023-03-08,Boston Celtics,Portland Trail Blazers,10.0
2023-03-08,Cleveland Cavaliers,Miami Heat,2.0
2023-03-08,Dallas Mavericks,New Orleans Pelicans,2.5
2023-03-08,Phoenix Suns,Oklahoma City Thunder,13.5
2023-03-08,Denver Nuggets,Chicago Bulls,9.0
2023-03-08,LA Clippers,Toronto Raptors,2.5
2023-03-09,Charlotte Hornets,Detroit Pistons,3.5
2023-03-09,Indiana Pacers,Houston Rockets,9.5
2023-03-09,Orlando Magic,Utah Jazz,4.0
2023-03-09,Golden State Warriors,Memphis Grizzlies,2.5
2023-03-09,Milwaukee Bucks,Brooklyn Nets,9.0
2023-03-09,Sacramento Kings,New York Knicks,2.5
2023-03-10,Atlanta Hawks,Washington Wizards,1.5
2023-03-10,Philadelphia 76ers,Portland Trail Blazers,8.5
2023-03-10,Minnesota Timberwolves,Brooklyn Nets,4.5
2023-03-10,Denver Nuggets,San Antonio Spurs,13.0
2023-03-10,Miami Heat,Cleveland Cavaliers,2.5
2023-03-10,Toronto Raptors,Los Angeles Lakers,2.5
2023-03-11,Utah Jazz,Charlotte Hornets,1.0
2023-03-11,Indiana Pacers,Detroit Pistons,3.5
2023-03-11,Miami Heat,Orlando Magic,2.5
2023-03-11,Boston Celtics,Atlanta Hawks,5.0
2023-03-11,Chicago Bulls,Houston Rockets,7.5
2023-03-11,Memphis Grizzlies,Dallas Mavericks,8.0
2023-03-11,Golden State Warriors,Milwaukee Bucks,3.5
2023-03-11,New Orleans Pelicans,Oklahoma City Thunder,0.0
2023-03-11,Phoenix Suns,Sacramento Kings,3.5
2023-03-12,Los Angeles Lakers,New York Knicks,2.5
2023-03-13,Memphis Grizzlies,Dallas Mavericks,4.5
2023-03-13,Boston Celtics,Houston Rockets,13.0
2023-03-13,Golden State Warriors,Phoenix Suns,4.5
2023-03-13,Milwaukee Bucks,Sacramento Kings,3.0
2023-03-14,Denver Nuggets,Toronto Raptors,1.5
2023-03-14,Oklahoma City Thunder,Brooklyn Nets,1.0
2023-03-14,Orlando Magic,San Antonio Spurs,7.0
2023-03-14,New Orleans Pelicans,Los Angeles Lakers,1.5
2023-03-14,New York Knicks,Portland Trail Blazers,2.0
2023-03-14,Milwaukee Bucks,Phoenix Suns,1.5
2023-03-15,Miami Heat,Memphis Grizzlies,4.5
